시점,월별,사고유형별1,사고유형별2,사고건수,사망자수,부상자수
2005,전체,차대사람,횡단중,20758,1323,20642
2005,전체,차대사람,차도통행중,5162,296,5163
2005,전체,차대사람,길가장자리구역통행중,2713,129,2836
2005,전체,차대사람,보도통행중,2346,81,2531
2005,전체,차대사람,기타/불명,15615,628,16110
2005,전체,차대차,충돌,69641,1292,120446
2005,전체,차대차,기타/불명,38061,697,60841
2005,전체,차대차,진행중 추돌,25584,392,48504
2005,전체,차대차,주정차중 추돌,25777,278,53214
2005,전체,차량단독,전도/전복,962,207,1573
2005,전체,차량단독,충돌,2558,497,3712
2005,전체,차량단독,추락,463,169,726
2005,전체,차량단독,기타이탈,455,87,847
2005,전체,차량단독,기타/불명,4066,294,5077
2005,전체,철길건널목,경보기 무시,3,3,3
2005,전체,철길건널목,직전진행,2,1,2
2005,전체,철길건널목,기타/불명,5,2,6
2005,1월,차대사람,횡단중,1414,120,1360
2005,1월,차대사람,차도통행중,454,23,452
2005,1월,차대사람,길가장자리구역통행중,208,16,211
2005,1월,차대사람,보도통행중,384,18,391
2005,1월,차대사람,기타/불명,572,20,593
2005,1월,차대차,충돌,5324,95,9604
2005,1월,차대차,기타/불명,2669,52,4433
2005,1월,차대차,진행중 추돌,1912,29,3618
2005,1월,차대차,주정차중 추돌,1881,19,3803
2005,1월,차량단독,전도/전복,74,19,120
2005,1월,차량단독,충돌,230,48,332
2005,1월,차량단독,추락,40,17,50
2005,1월,차량단독,기타이탈,46,4,90
2005,1월,차량단독,기타/불명,284,22,356
2005,1월,철길건널목,경보기 무시,1,1,0
2005,1월,철길건널목,기타/불명,1,1,0
2005,2월,차대사람,횡단중,1245,96,1209
2005,2월,차대사람,차도통행중,405,25,404
2005,2월,차대사람,길가장자리구역통행중,177,12,180
2005,2월,차대사람,보도통행중,108,2,112
2005,2월,차대사람,기타/불명,866,37,881
2005,2월,차대차,충돌,4470,82,7845
2005,2월,차대차,기타/불명,2239,48,3664
2005,2월,차대차,진행중 추돌,1634,22,3158
2005,2월,차대차,주정차중 추돌,1581,14,3482
2005,2월,차량단독,전도/전복,58,19,85
2005,2월,차량단독,충돌,153,34,212
2005,2월,차량단독,추락,34,9,65
2005,2월,차량단독,기타이탈,31,9,45
2005,2월,차량단독,기타/불명,242,22,292
2005,2월,철길건널목,직전진행,1,0,1
2005,3월,차대사람,횡단중,1833,108,1813
2005,3월,차대사람,차도통행중,478,25,481
2005,3월,차대사람,길가장자리구역통행중,226,5,230
2005,3월,차대사람,보도통행중,168,6,181
2005,3월,차대사람,기타/불명,1169,42,1228
2005,3월,차대차,충돌,5412,96,9121
2005,3월,차대차,기타/불명,2757,40,4337
2005,3월,차대차,진행중 추돌,1942,37,3519
2005,3월,차대차,주정차중 추돌,1955,22,3821
2005,3월,차량단독,전도/전복,63,21,69
2005,3월,차량단독,충돌,199,29,253
2005,3월,차량단독,추락,44,16,60
2005,3월,차량단독,기타이탈,27,11,67
2005,3월,차량단독,기타/불명,307,19,370
2005,4월,차대사람,횡단중,1873,94,1890
2005,4월,차대사람,차도통행중,497,26,495
2005,4월,차대사람,길가장자리구역통행중,261,10,287
2005,4월,차대사람,보도통행중,222,5,255
2005,4월,차대사람,기타/불명,1366,48,1415
2005,4월,차대차,충돌,5733,108,9872
2005,4월,차대차,기타/불명,3087,58,4775
2005,4월,차대차,진행중 추돌,2046,25,4000
2005,4월,차대차,주정차중 추돌,2015,21,4233
2005,4월,차량단독,전도/전복,66,11,81
2005,4월,차량단독,충돌,227,49,312
2005,4월,차량단독,추락,27,11,42
2005,4월,차량단독,기타이탈,37,7,49
2005,4월,차량단독,기타/불명,360,34,425
2005,5월,차대사람,횡단중,2042,116,2072
2005,5월,차대사람,차도통행중,518,20,530
2005,5월,차대사람,길가장자리구역통행중,254,10,265
2005,5월,차대사람,보도통행중,181,4,194
2005,5월,차대사람,기타/불명,1468,50,1533
2005,5월,차대차,충돌,6162,117,10405
2005,5월,차대차,기타/불명,3370,68,5221
2005,5월,차대차,진행중 추돌,2165,48,3994
2005,5월,차대차,주정차중 추돌,2213,24,4571
2005,5월,차량단독,전도/전복,84,22,193
2005,5월,차량단독,충돌,223,47,282
2005,5월,차량단독,추락,36,12,48
2005,5월,차량단독,기타이탈,26,3,81
2005,5월,차량단독,기타/불명,343,30,419
2005,6월,차대사람,횡단중,1780,75,1794
2005,6월,차대사람,차도통행중,376,21,383
2005,6월,차대사람,길가장자리구역통행중,205,4,224
2005,6월,차대사람,보도통행중,180,3,193
2005,6월,차대사람,기타/불명,1431,55,1472
2005,6월,차대차,충돌,5816,104,9804
2005,6월,차대차,기타/불명,3348,61,5366
2005,6월,차대차,진행중 추돌,2077,23,3920
2005,6월,차대차,주정차중 추돌,2080,18,4338
2005,6월,차량단독,전도/전복,119,17,173
2005,6월,차량단독,충돌,228,55,320
2005,6월,차량단독,추락,48,20,57
2005,6월,차량단독,기타이탈,41,4,67
2005,6월,차량단독,기타/불명,361,15,479
2005,6월,철길건널목,경보기 무시,1,0,3
2005,6월,철길건널목,직전진행,1,1,1
2005,7월,차대사람,횡단중,1681,67,1715
2005,7월,차대사람,차도통행중,393,18,391
2005,7월,차대사람,길가장자리구역통행중,213,10,227
2005,7월,차대사람,보도통행중,187,6,207
2005,7월,차대사람,기타/불명,1487,58,1510
2005,7월,차대차,충돌,6044,127,10464
2005,7월,차대차,기타/불명,3526,59,5663
2005,7월,차대차,진행중 추돌,2139,21,4044
2005,7월,차대차,주정차중 추돌,2172,28,4560
2005,7월,차량단독,전도/전복,107,21,176
2005,7월,차량단독,충돌,245,44,376
2005,7월,차량단독,추락,48,19,77
2005,7월,차량단독,기타이탈,48,6,84
2005,7월,차량단독,기타/불명,382,42,487
2005,7월,철길건널목,경보기 무시,1,2,0
2005,7월,철길건널목,기타/불명,2,0,3
2005,8월,차대사람,횡단중,1566,85,1577
2005,8월,차대사람,차도통행중,383,27,376
2005,8월,차대사람,길가장자리구역통행중,231,3,252
2005,8월,차대사람,보도통행중,187,11,217
2005,8월,차대사람,기타/불명,1430,59,1487
2005,8월,차대차,충돌,6362,128,11317
2005,8월,차대차,기타/불명,3442,62,5717
2005,8월,차대차,진행중 추돌,2316,45,4545
2005,8월,차대차,주정차중 추돌,2364,27,4985
2005,8월,차량단독,전도/전복,88,14,164
2005,8월,차량단독,충돌,220,47,345
2005,8월,차량단독,추락,47,14,72
2005,8월,차량단독,기타이탈,53,10,103
2005,8월,차량단독,기타/불명,346,30,446
2005,9월,차대사람,횡단중,1790,112,1779
2005,9월,차대사람,차도통행중,407,28,399
2005,9월,차대사람,길가장자리구역통행중,223,9,231
2005,9월,차대사람,보도통행중,203,10,210
2005,9월,차대사람,기타/불명,1495,74,1533
2005,9월,차대차,충돌,5924,124,10298
2005,9월,차대차,기타/불명,3367,71,5333
2005,9월,차대차,진행중 추돌,2278,31,4380
2005,9월,차대차,주정차중 추돌,2354,28,4705
2005,9월,차량단독,전도/전복,84,16,125
2005,9월,차량단독,충돌,198,33,287
2005,9월,차량단독,추락,35,8,57
2005,9월,차량단독,기타이탈,40,12,51
2005,9월,차량단독,기타/불명,359,20,440
2005,9월,철길건널목,기타/불명,2,1,3
2005,10월,차대사람,횡단중,1900,159,1850
2005,10월,차대사람,차도통행중,422,18,425
2005,10월,차대사람,길가장자리구역통행중,267,19,274
2005,10월,차대사람,보도통행중,179,6,203
2005,10월,차대사람,기타/불명,1517,70,1539
2005,10월,차대차,충돌,6244,112,10822
2005,10월,차대차,기타/불명,3696,81,5753
2005,10월,차대차,진행중 추돌,2448,40,4693
2005,10월,차대차,주정차중 추돌,2336,24,5040
2005,10월,차량단독,전도/전복,83,22,135
2005,10월,차량단독,충돌,202,41,267
2005,10월,차량단독,추락,28,9,39
2005,10월,차량단독,기타이탈,43,10,69
2005,10월,차량단독,기타/불명,392,28,488
2005,11월,차대사람,횡단중,1833,143,1809
2005,11월,차대사람,차도통행중,410,31,414
2005,11월,차대사람,길가장자리구역통행중,222,16,228
2005,11월,차대사람,보도통행중,191,5,196
2005,11월,차대사람,기타/불명,1509,61,1557
2005,11월,차대차,충돌,6182,103,10424
2005,11월,차대차,기타/불명,3518,65,5521
2005,11월,차대차,진행중 추돌,2262,36,4309
2005,11월,차대차,주정차중 추돌,2330,31,4807
2005,11월,차량단독,전도/전복,61,11,138
2005,11월,차량단독,충돌,198,37,308
2005,11월,차량단독,추락,35,16,95
2005,11월,차량단독,기타이탈,35,3,92
2005,11월,차량단독,기타/불명,343,16,439
2005,12월,차대사람,횡단중,1801,148,1774
2005,12월,차대사람,차도통행중,419,34,413
2005,12월,차대사람,길가장자리구역통행중,226,15,227
2005,12월,차대사람,보도통행중,156,5,172
2005,12월,차대사람,기타/불명,1305,54,1362
2005,12월,차대차,충돌,5968,96,10470
2005,12월,차대차,기타/불명,3042,32,5058
2005,12월,차대차,진행중 추돌,2365,35,4324
2005,12월,차대차,주정차중 추돌,2496,22,4869
2005,12월,차량단독,전도/전복,75,14,114
2005,12월,차량단독,충돌,235,33,418
2005,12월,차량단독,추락,41,18,64
2005,12월,차량단독,기타이탈,28,8,49
2005,12월,차량단독,기타/불명,347,16,436
2006,전체,차대사람,횡단중,22832,1383,22880
2006,전체,차대사람,차도통행중,6226,336,6222
2006,전체,차대사람,길가장자리구역통행중,5150,236,5317
2006,전체,차대사람,보도통행중,2985,92,3191
2006,전체,차대사람,기타/불명,8068,330,8394
2006,전체,차대차,충돌,85456,1509,144599
2006,전체,차대차,기타/불명,17175,373,27100
2006,전체,차대차,진행중 추돌,29363,456,54915
2006,전체,차대차,주정차중 추돌,27741,297,55981
2006,전체,차량단독,전도/전복,1290,233,1710
2006,전체,차량단독,충돌,3687,626,5228
2006,전체,차량단독,추락,589,198,806
2006,전체,차량단독,기타이탈,577,105,838
2006,전체,차량단독,기타/불명,2597,149,3040
2006,전체,철길건널목,차단기돌파,3,1,5
2006,전체,철길건널목,경보기 무시,5,2,3
2006,전체,철길건널목,기타/불명,1,1,0
2006,1월,차대사람,횡단중,1530,103,1531
2006,1월,차대사람,차도통행중,442,26,443
2006,1월,차대사람,길가장자리구역통행중,340,12,353
2006,1월,차대사람,보도통행중,198,3,211
2006,1월,차대사람,기타/불명,538,18,565
2006,1월,차대차,충돌,6056,98,10691
2006,1월,차대차,기타/불명,1175,29,1887
2006,1월,차대차,진행중 추돌,2021,27,3860
2006,1월,차대차,주정차중 추돌,2095,16,4244
2006,1월,차량단독,전도/전복,73,15,96
2006,1월,차량단독,충돌,258,45,361
2006,1월,차량단독,추락,40,10,46
2006,1월,차량단독,기타이탈,40,10,59
2006,1월,차량단독,기타/불명,163,8,184
2006,1월,철길건널목,경보기 무시,2,0,2
2006,2월,차대사람,횡단중,1469,81,1464
2006,2월,차대사람,차도통행중,417,29,416
2006,2월,차대사람,길가장자리구역통행중,331,12,345
2006,2월,차대사람,보도통행중,191,6,201
2006,2월,차대사람,기타/불명,529,19,547
2006,2월,차대차,충돌,5760,90,9925
2006,2월,차대차,기타/불명,1155,30,1855
